Store,Country,Region,Order_Date,Item,Salesperson,List Price,Actual Price,Discount %
Riyadh,Saudi Arabia,EMEA,09-09-2014,Vacuum Cleaner,Lloyd Barr,250,245,2.00%
Tokyo,Japan,APAC,16-01-2016,Microwave,David Gow,80,74,7.50%
Athens,Greece,EMEA,01-08-2017,Dishwasher,Martin Timmins,500,465,7.00%
Capetown,South Africa,EMEA,22-09-2015,Ceiling fan,Margaret Philp,150,110,26.67%
Cairo,Egypt,EMEA,14-06-2018,Oven,Robert Payne,500,500,0.00%
Los Angeles,USA,NA,04-01-2016,Air conditioner,Ron Goodman,700,700,0.00%
Paris,France,EMEA,06-06-2018,Blender,Joanne Sayer,50,50,0.00%
Shanghai,China,APAC,04-07-2014,Oven,Denise Docherty,500,490,2.00%
Istanbul,Turkey,EMEA,01-10-2016,Refrigerator,Cordia Alston,1000,920,8.00%
Athens,Greece,EMEA,17-06-2016,Oven,Richard Perrott,500,500,0.00%
Dubai,UAE,EMEA,06-11-2017,Iron,David Romero,30,30,0.00%
Prague,Czech Republic,EMEA,01-11-2016,Microwave,Alison Hallows,80,77,3.75%
Birmingham,UK,EMEA,21-12-2015,Refrigerator,Philip Collins,1000,920,8.00%
Madria,Spain,EMEA,28-06-2016,Microwave,Penelope Freeland,80,76,5.00%
Osaka,Japan,APAC,09-12-2016,Refrigerator,Paul Atkins,1000,740,26.00%
Sydney,Australia,APAC,28-04-2017,Microwave,Armand Ahmed,80,80,0.00%
Birmingham,UK,EMEA,31-01-2014,Microwave,Stephen Muhammad,80,61,23.75%
Tel Aviv,Israel,EMEA,04-11-2015,Refrigerator,Frances Weller,1000,610,39.00%
Bangalore,India,APAC,08-03-2016,Iron,Francis Walsh,30,30,0.00%
New York,USA,NA,05-11-2014,Dishwasher,George Stevenson,500,390,22.00%
Guangzhou,China,APAC,01-03-2016,Microwave,Barbara Langdon,80,70,12.50%
Rome,Italy,EMEA,06-06-2014,Dishwasher,Audrey Kane,500,420,16.00%
Prague,Czech Republic,EMEA,05-10-2017,Coffee grinder,Nick Denny,70,63,10.00%
Shanghai,China,APAC,25-06-2015,Microwave,Christopher Snape,80,62,22.50%
Jerusalem,Israel,EMEA,11-08-2014,Blender,Harold Charters,50,49,2.00%
Birmingham,UK,EMEA,17-08-2014,Washing Machine,Robert Reed,800,592,26.00%
Shanghai,China,APAC,05-11-2016,Ceiling fan,Jonathan Will,150,149,0.67%
Buenos Aires,Argentina,LATAM,11-07-2016,Refrigerator,Roy Cooper,1000,900,10.00%
Toronto,Canada,NA,15-05-2015,Air conditioner,James Hammond,700,651,7.00%
Chicago,USA,NA,12-05-2017,Toaster,Paul Collier,50,48,4.00%
Delhi,India,APAC,18-05-2017,Washing Machine,Steven Batty,800,592,26.00%
Kansas City,USA,NA,19-02-2018,Ceiling fan,Ronnette Stocks,150,137,8.67%
Paris,France,EMEA,25-01-2017,Dishwasher,Darren Webb,500,475,5.00%
Prague,Czech Republic,EMEA,24-12-2015,Ceiling fan,Pauline Pluck,150,105,30.00%
Madria,Spain,EMEA,17-09-2016,Air conditioner,Penelope Freeland,700,602,14.00%
Osaka,Japan,APAC,20-09-2015,Washing Machine,Stephen Brown,800,672,16.00%
Mexico City,Mexico,LATAM,11-10-2018,Iron,Paul Smith,30,28,6.67%
Lima,Peru,LATAM,17-07-2015,Air conditioner,Lloyd Norton,700,420,40.00%
Chicago,USA,NA,15-07-2018,Iron,Amelia Scott,30,29,3.33%
Vienna,Austria,EMEA,10-11-2015,Air conditioner,Daniel Henderson,700,616,12.00%
Santiago,Chile,LATAM,21-01-2018,Air conditioner,Bruce McPhee,700,602,14.00%
Jerusalem,Israel,EMEA,02-05-2015,Washing Machine,Neil Tubbs,800,704,12.00%
Buenos Aires,Argentina,LATAM,05-07-2016,Oven,Ian Grant,500,500,0.00%
Bogota,Columbia,LATAM,13-11-2017,Ceiling fan,Russell Thorley,150,147,2.00%
Toronto,Canada,NA,25-05-2018,Iron,Michael Patel,30,29,3.33%
Shanghai,China,APAC,17-07-2014,Dishwasher,Christopher Snape,500,455,9.00%
Kuala Lumpur,Malaysia,APAC,31-10-2015,Vacuum Cleaner,Trudi Griffin,250,250,0.00%
Moscow,Russia,EMEA,21-02-2017,Washing Machine,Rita Hill,800,688,14.00%
Sao Paolo,Brazil,LATAM,12-01-2016,Toaster,Cheryl Tubbs,50,44,12.00%
Guangzhou,China,APAC,05-09-2017,Oven,Donald Higgs,500,495,1.00%
Birmingham,UK,EMEA,06-08-2017,Iron,Gustavo Taiwo,30,30,0.00%
Seoul,South Korea,APAC,11-12-2014,Refrigerator,Martin Birch,1000,670,33.00%
Lima,Peru,LATAM,16-06-2017,Washing Machine,Janet Ford,800,664,17.00%
Shenzhen,China,APAC,05-07-2014,Blender,Alastair Mills,50,40,20.00%
London,UK,EMEA,09-09-2017,Refrigerator,Francis Godden,1000,890,11.00%
Prague,Czech Republic,EMEA,13-11-2015,Iron,David Stewart,30,20,33.33%
Mexico City,Mexico,LATAM,14-01-2016,Vacuum Cleaner,Malcolm Griffith,250,245,2.00%
Dublin,Ireland,EMEA,14-12-2014,Toaster,Andrew Phillips,50,47,6.00%
Mexico City,Mexico,LATAM,14-02-2016,Microwave,Eric Walker,80,73,8.75%
Capetown,South Africa,EMEA,12-08-2014,Oven,Marcus Jacob,500,490,2.00%
Dublin,Ireland,EMEA,16-07-2018,Washing Machine,Alison Younger,800,712,11.00%
Tijuana,Mexico,LATAM,19-09-2014,Refrigerator,Emily Brierley,1000,920,8.00%
Bogota,Columbia,LATAM,11-07-2015,Oven,David Finnie,500,495,1.00%
Tijuana,Mexico,LATAM,09-11-2018,Toaster,Paul Skiba,50,45,10.00%
Capetown,South Africa,EMEA,28-11-2017,Oven,Lucy Downs,500,490,2.00%
Bucharest,Romania,EMEA,24-06-2016,Vacuum Cleaner,Geoffrey Shiner,250,238,4.80%
Dublin,Ireland,EMEA,12-10-2017,Refrigerator,Robert Harris,1000,670,33.00%
Delhi,India,APAC,19-12-2018,Microwave,David Johnson,80,72,10.00%
Warsaw,Poland,EMEA,28-10-2015,Dishwasher,James Lam,500,310,38.00%
Kuala Lumpur,Malaysia,APAC,07-08-2015,Microwave,Trudi Griffin,80,80,0.00%
Santiago,Chile,LATAM,03-03-2015,Coffee grinder,Ram Mathews,70,57,18.57%
San Fransisco,USA,NA,18-11-2014,Toaster,John Osborne,50,48,4.00%
Capetown,South Africa,EMEA,18-09-2014,Ceiling fan,Marcus Jacob,150,128,14.67%
Buenos Aires,Argentina,LATAM,04-03-2017,Oven,Paul Martin,500,490,2.00%
Capetown,South Africa,EMEA,11-03-2014,Ceiling fan,Marcus Jacob,150,120,20.00%
Moscow,Russia,EMEA,27-08-2015,Air conditioner,Dermot Bailey,700,665,5.00%
Riyadh,Saudi Arabia,EMEA,12-06-2014,Washing Machine,Victoria Sherwin,800,480,40.00%
Prague,Czech Republic,EMEA,06-05-2014,Coffee grinder,David Stewart,70,67,4.29%
Kuala Lumpur,Malaysia,APAC,15-10-2016,Refrigerator,Harold Lunn,1000,680,32.00%
Berlin,Germany,EMEA,22-05-2015,Microwave,David Power,80,57,28.75%
Amsterdam,Netherlands,EMEA,23-02-2015,Coffee grinder,Allyson Rush,70,69,1.43%
Ho Chi Minh City,Vietnam,APAC,22-09-2018,Iron,Michael Bell,30,29,3.33%
Osaka,Japan,APAC,23-06-2016,Air conditioner,Peter Walker,700,665,5.00%
Berlin,Germany,EMEA,07-12-2016,Vacuum Cleaner,David Power,250,235,6.00%
Kansas City,USA,NA,04-09-2018,Vacuum Cleaner,Ronnette Stocks,250,218,12.80%
Santiago,Chile,LATAM,14-07-2015,Washing Machine,Richard James,800,616,23.00%
Guangzhou,China,APAC,30-04-2014,Dishwasher,Donald Higgs,500,395,21.00%
Bangkok,Thailand,APAC,25-12-2018,Coffee grinder,Nicole Marshall,70,69,1.43%
Shanghai,China,APAC,27-10-2015,Air conditioner,Glenys Raymond,700,609,13.00%
Cairo,Egypt,EMEA,21-10-2015,Dishwasher,John Barnett,500,455,9.00%
Shanghai,China,APAC,10-04-2018,Microwave,Sharon Hubble,80,73,8.75%
Seoul,South Korea,APAC,02-10-2015,Iron,Kevin Long,30,29,3.33%
Riyadh,Saudi Arabia,EMEA,27-04-2014,Dishwasher,Kelly Owen,500,385,23.00%
Paris,France,EMEA,05-02-2016,Washing Machine,Rory Bullion,800,768,4.00%
Houston,USA,NA,08-05-2015,Coffee grinder,Rita Schaffer,70,53,24.29%
Bucharest,Romania,EMEA,04-10-2017,Vacuum Cleaner,Jacqueline Todd,250,248,0.80%
Berlin,Germany,EMEA,25-01-2018,Vacuum Cleaner,David Townsend,250,213,14.80%
Buenos Aires,Argentina,LATAM,11-03-2014,Blender,Ronald Rowlands,50,36,28.00%
Kansas City,USA,NA,08-01-2015,Coffee grinder,Douglas Davies,70,66,5.71%
Dublin,Ireland,EMEA,09-11-2016,Dishwasher,Andrew Phillips,500,445,11.00%
Athens,Greece,EMEA,31-05-2015,Toaster,Mark Lawton,50,30,40.00%
Santiago,Chile,LATAM,01-04-2014,Vacuum Cleaner,Richard James,250,243,2.80%
Guangzhou,China,APAC,15-03-2015,Toaster,Barbara Langdon,50,45,10.00%
Amsterdam,Netherlands,EMEA,12-12-2017,Blender,David Dorey,50,50,0.00%
Madria,Spain,EMEA,26-04-2018,Vacuum Cleaner,Roy Lloyd,250,220,12.00%
Tel Aviv,Israel,EMEA,18-07-2017,Dishwasher,Rebecca Delo,500,450,10.00%
Bangkok,Thailand,APAC,12-04-2018,Toaster,Jonathan Pereira,50,48,4.00%
Guangzhou,China,APAC,20-08-2016,Microwave,Abdul Amos,80,78,2.50%
Moscow,Russia,EMEA,25-11-2016,Ceiling fan,Diane Batty,150,149,0.67%
Sydney,Australia,APAC,26-11-2016,Washing Machine,William Martin,800,592,26.00%
Paris,France,EMEA,08-01-2016,Washing Machine,Nicole Ford,800,800,0.00%
Buenos Aires,Argentina,LATAM,18-07-2016,Coffee grinder,Simon Snape,70,63,10.00%
Seattle,USA,NA,06-11-2014,Air conditioner,Kevin Styles,700,651,7.00%
Seattle,USA,NA,11-12-2015,Microwave,Richard Anderson,80,54,32.50%
Tijuana,Mexico,LATAM,06-01-2016,Blender,Kevin McLauchlin,50,50,0.00%
Osaka,Japan,APAC,06-01-2015,Dishwasher,Kenneth Walter,500,320,36.00%
Paris,France,EMEA,12-02-2018,Toaster,Ketan Bryan,50,43,14.00%
Seoul,South Korea,APAC,27-01-2017,Microwave,Mark Brook,80,78,2.50%
London,UK,EMEA,02-07-2015,Vacuum Cleaner,Claire Brooks,250,248,0.80%
Lima,Peru,LATAM,01-06-2017,Iron,Kevin Goad,30,27,10.00%
Vienna,Austria,EMEA,04-03-2018,Oven,Paul Drage,500,495,1.00%
Osaka,Japan,APAC,02-12-2018,Washing Machine,Neil McAvoy,800,480,40.00%
New York,USA,NA,03-01-2016,Vacuum Cleaner,Stephen Cohen,250,215,14.00%
Capetown,South Africa,EMEA,10-01-2015,Dishwasher,Lucy Downs,500,420,16.00%
Bucharest,Romania,EMEA,12-02-2014,Washing Machine,Dell Lockwood,800,648,19.00%
Tel Aviv,Israel,EMEA,11-10-2017,Toaster,Frances Weller,50,49,2.00%
Riyadh,Saudi Arabia,EMEA,27-08-2018,Dishwasher,Gillian Crawley,500,465,7.00%
Mexico City,Mexico,LATAM,13-02-2014,Vacuum Cleaner,Jacqueline Green,250,215,14.00%
Jerusalem,Israel,EMEA,23-06-2016,Ceiling fan,John Bond,150,149,0.67%
Guangzhou,China,APAC,24-11-2014,Blender,Carl Snape,50,38,24.00%
Ho Chi Minh City,Vietnam,APAC,20-09-2017,Refrigerator,Austin Parsons,1000,670,33.00%
Ho Chi Minh City,Vietnam,APAC,06-12-2018,Refrigerator,Sophie Petersen,1000,590,41.00%
Kuala Lumpur,Malaysia,APAC,13-10-2014,Blender,Stephen MacGregor,50,49,2.00%
New York,USA,NA,16-12-2015,Iron,Ian Coates,30,20,33.33%
Paris,France,EMEA,17-08-2014,Dishwasher,Philip Tubbs,500,450,10.00%
Cairo,Egypt,EMEA,08-12-2018,Oven,David Amos,500,490,2.00%
Warsaw,Poland,EMEA,21-12-2016,Vacuum Cleaner,Gary Mistry,250,103,58.80%
Paris,France,EMEA,18-09-2016,Iron,Philip Tubbs,30,26,13.33%
Bangalore,India,APAC,06-09-2017,Refrigerator,Stuart Sykes,1000,570,43.00%
Dublin,Ireland,EMEA,21-02-2014,Toaster,Gwyn Taylor,50,50,0.00%
Kansas City,USA,NA,23-04-2016,Microwave,Christina Pedley,80,79,1.25%
Rome,Italy,EMEA,23-06-2015,Iron,Michael Toy,30,27,10.00%
Bogota,Columbia,LATAM,19-11-2014,Refrigerator,Alison Lazar,1000,800,20.00%
Warsaw,Poland,EMEA,11-02-2016,Toaster,Hin Bragg,50,46,8.00%
Kansas City,USA,NA,11-03-2015,Washing Machine,Douglas Davies,800,440,45.00%
Toronto,Canada,NA,05-09-2014,Microwave,Nick Blacklock,80,71,11.25%
Kansas City,USA,NA,20-02-2016,Washing Machine,Ronnette Stocks,800,512,36.00%
Lima,Peru,LATAM,03-05-2014,Microwave,William Lant,80,77,3.75%
Kuala Lumpur,Malaysia,APAC,06-08-2014,Oven,Trudi Griffin,500,490,2.00%
London,UK,EMEA,25-11-2015,Refrigerator,Francis Godden,1000,920,8.00%
Riyadh,Saudi Arabia,EMEA,24-04-2017,Refrigerator,Kelly Owen,1000,740,26.00%
Prague,Czech Republic,EMEA,26-06-2017,Dishwasher,Terence Mirza,500,450,10.00%
Shanghai,China,APAC,07-11-2018,Iron,Timothy Fraser,30,30,0.00%
Jerusalem,Israel,EMEA,25-07-2015,Coffee grinder,Harold Charters,70,56,20.00%
Vancouver,Canada,NA,08-04-2017,Refrigerator,Brian Clarke,1000,560,44.00%
Jerusalem,Israel,EMEA,15-01-2014,Blender,John Bond,50,48,4.00%
Ho Chi Minh City,Vietnam,APAC,11-09-2018,Dishwasher,Austin Parsons,500,490,2.00%
London,UK,EMEA,27-04-2014,Oven,Philip Dewar,500,500,0.00%
New York,USA,NA,14-03-2015,Oven,Robert Salisbury,500,490,2.00%
Rochester,USA,NA,11-10-2015,Ceiling fan,Richard Bard,150,101,32.67%
Tijuana,Mexico,LATAM,04-12-2016,Coffee grinder,Kevin McLauchlin,70,69,1.43%
Los Angeles,USA,NA,21-05-2016,Washing Machine,Heather Beck,800,696,13.00%
Moscow,Russia,EMEA,04-04-2018,Coffee grinder,Darren Brooks,70,69,1.43%
Sydney,Australia,APAC,30-11-2017,Washing Machine,Stephen Neville,800,520,35.00%
Tel Aviv,Israel,EMEA,21-06-2016,Blender,David Isaacs,50,44,12.00%
Seoul,South Korea,APAC,05-03-2015,Microwave,Steven Wood,80,77,3.75%
Osaka,Japan,APAC,12-11-2015,Air conditioner,Jill Thompson,700,455,35.00%
Lima,Peru,LATAM,19-06-2018,Dishwasher,Michael Wood,500,485,3.00%
Shenzhen,China,APAC,28-07-2018,Oven,Fatima James,500,500,0.00%
Los Angeles,USA,NA,22-07-2014,Ceiling fan,Colin Matthews,150,119,20.67%
Lima,Peru,LATAM,22-12-2015,Coffee grinder,Kevin Goad,70,60,14.29%
Sydney,Australia,APAC,19-10-2018,Blender,James Ricketts,50,45,10.00%
Moscow,Russia,EMEA,20-07-2017,Washing Machine,Alexander Hillier,800,744,7.00%
Houston,USA,NA,28-07-2017,Dishwasher,Rachel Snape,500,470,6.00%
Tijuana,Mexico,LATAM,05-04-2018,Coffee grinder,Richard Allnutt,70,61,12.86%
Osaka,Japan,APAC,27-05-2015,Air conditioner,Paul Atkins,700,546,22.00%
Sydney,Australia,APAC,26-04-2014,Oven,Christine Davies,500,495,1.00%
Mexico City,Mexico,LATAM,17-02-2016,Washing Machine,Brendon Dyer,800,592,26.00%
Dublin,Ireland,EMEA,11-06-2015,Microwave,John Curtis,80,64,20.00%
Shanghai,China,APAC,22-11-2014,Air conditioner,Denise Docherty,700,693,1.00%
Rome,Italy,EMEA,02-12-2015,Blender,Andrew Hirst,50,38,24.00%
Mexico City,Mexico,LATAM,02-05-2015,Ceiling fan,John Ali,150,140,6.67%
Jerusalem,Israel,EMEA,21-06-2014,Iron,John Bond,30,24,20.00%
Sao Paolo,Brazil,LATAM,26-10-2017,Microwave,Zoe Munday,80,74,7.50%
Dubai,UAE,EMEA,21-02-2016,Coffee grinder,David Romero,70,62,11.43%
Delhi,India,APAC,29-08-2014,Microwave,Glen Campbell,80,76,5.00%
Los Angeles,USA,NA,20-11-2018,Toaster,Maxine Stockdale,50,45,10.00%
Rochester,USA,NA,13-05-2018,Refrigerator,Christopher Grey,1000,670,33.00%
Amsterdam,Netherlands,EMEA,07-09-2018,Coffee grinder,David Dorey,70,67,4.29%
Rochester,USA,NA,19-09-2017,Toaster,Michael Lauder,50,46,8.00%
Osaka,Japan,APAC,30-08-2018,Washing Machine,Alice Canning,800,752,6.00%
Santiago,Chile,LATAM,19-04-2018,Oven,Jason Edmund,500,490,2.00%
Istanbul,Turkey,EMEA,30-10-2016,Ceiling fan,Ian McCartan,150,147,2.00%
Prague,Czech Republic,EMEA,24-10-2015,Oven,Terence Mirza,500,495,1.00%
Jerusalem,Israel,EMEA,01-06-2017,Oven,Barbara Scott,500,500,0.00%
Vienna,Austria,EMEA,26-02-2016,Refrigerator,Paul Drage,1000,680,32.00%
Houston,USA,NA,09-11-2018,Iron,Rachel Snape,30,27,10.00%
Mexico City,Mexico,LATAM,24-10-2018,Blender,Brendon Dyer,50,44,12.00%
Chicago,USA,NA,13-04-2018,Microwave,Amelia Scott,80,80,0.00%
Rome,Italy,EMEA,21-01-2014,Dishwasher,Audrey Kane,500,360,28.00%
Rochester,USA,NA,08-08-2014,Washing Machine,Christopher Grey,800,656,18.00%
Houston,USA,NA,17-05-2016,Vacuum Cleaner,David Salmon,250,248,0.80%
Lima,Peru,LATAM,21-09-2016,Blender,William Lant,50,49,2.00%
Moscow,Russia,EMEA,07-09-2016,Dishwasher,Zulfiqar Mirza,500,480,4.00%
Tokyo,Japan,APAC,03-01-2014,Refrigerator,Alexander Uddin,1000,620,38.00%
Toronto,Canada,NA,06-08-2015,Vacuum Cleaner,David Shiner,250,190,24.00%
London,UK,EMEA,20-05-2017,Washing Machine,Francis Godden,800,680,15.00%
Delhi,India,APAC,05-09-2018,Dishwasher,Tessa Morrow,500,480,4.00%
Santiago,Chile,LATAM,16-12-2018,Blender,Julia Hammond,50,49,2.00%
Dubai,UAE,EMEA,19-02-2015,Microwave,Brenda Lightfoot,80,58,27.50%
Chicago,USA,NA,01-05-2016,Dishwasher,Robert Polhill,500,500,0.00%
Tel Aviv,Israel,EMEA,14-10-2014,Air conditioner,Frances Weller,700,574,18.00%
Madria,Spain,EMEA,01-02-2018,Toaster,Howard Jones,50,47,6.00%
Guangzhou,China,APAC,02-12-2018,Iron,Helen Watt,30,26,13.33%
Sydney,Australia,APAC,22-11-2014,Iron,James Ricketts,30,22,26.67%
Capetown,South Africa,EMEA,02-10-2015,Air conditioner,Stuart Anderson,700,679,3.00%
Vienna,Austria,EMEA,08-10-2014,Refrigerator,Marie Hewitt,1000,850,15.00%
Bangalore,India,APAC,23-06-2018,Oven,Stuart Hunter,500,490,2.00%
Capetown,South Africa,EMEA,06-08-2016,Coffee grinder,Nicholas Holloway,70,70,0.00%
Delhi,India,APAC,18-06-2014,Dishwasher,Roy Johnson,500,455,9.00%
Paris,France,EMEA,23-07-2014,Iron,Darren Webb,30,26,13.33%
Bangkok,Thailand,APAC,09-01-2017,Coffee grinder,Olive Foster,70,69,1.43%
Sydney,Australia,APAC,08-11-2018,Microwave,Stephen Neville,80,69,13.75%
Capetown,South Africa,EMEA,18-07-2017,Ceiling fan,Noel Bull,150,141,6.00%
Los Angeles,USA,NA,26-07-2015,Blender,Christopher Kitching,50,36,28.00%
Madria,Spain,EMEA,03-12-2014,Washing Machine,Philip Sutherland,800,608,24.00%
Rome,Italy,EMEA,06-05-2014,Oven,Elaine Whitfield,500,495,1.00%
Birmingham,UK,EMEA,25-09-2015,Ceiling fan,Philip Collins,150,126,16.00%
Shenzhen,China,APAC,08-02-2018,Toaster,Alastair Mills,50,17,66.00%
Istanbul,Turkey,EMEA,05-11-2017,Iron,Richard Barr,30,28,6.67%
Seattle,USA,NA,16-02-2016,Refrigerator,Derek Harris,1000,810,19.00%
Shanghai,China,APAC,27-10-2014,Air conditioner,Sharon Hubble,700,700,0.00%
San Fransisco,USA,NA,17-09-2018,Toaster,Gillan Clark,50,48,4.00%
Houston,USA,NA,14-08-2016,Blender,David Salmon,50,43,14.00%
Buenos Aires,Argentina,LATAM,15-08-2015,Washing Machine,Stuart Brown,800,504,37.00%
Seoul,South Korea,APAC,10-04-2018,Microwave,Suzanna Davies,80,76,5.00%
Bangkok,Thailand,APAC,18-07-2015,Iron,Martin Gee,30,29,3.33%
Tokyo,Japan,APAC,20-03-2015,Air conditioner,Tony Milner,700,644,8.00%
Kansas City,USA,NA,30-12-2018,Coffee grinder,Christina Pedley,70,69,1.43%
Seoul,South Korea,APAC,09-03-2018,Refrigerator,Martin Birch,1000,780,22.00%
Bangalore,India,APAC,26-03-2016,Blender,Delia Muhammad,50,45,10.00%
London,UK,EMEA,09-07-2014,Coffee grinder,Ian Borowski,70,70,0.00%
Paris,France,EMEA,07-02-2015,Vacuum Cleaner,Rory Bullion,250,225,10.00%
Ho Chi Minh City,Vietnam,APAC,22-01-2014,Vacuum Cleaner,Sophie Petersen,250,205,18.00%
Tokyo,Japan,APAC,24-08-2016,Ceiling fan,Kenneth Bullion,150,131,12.67%
Bangalore,India,APAC,29-05-2014,Iron,Delia Muhammad,30,23,23.33%
Bangkok,Thailand,APAC,22-08-2017,Ceiling fan,Andi Liu,150,150,0.00%
Athens,Greece,EMEA,20-09-2017,Coffee grinder,Gary Roberts,70,69,1.43%
Delhi,India,APAC,23-03-2018,Ceiling fan,Gillian Harris,150,128,14.67%
Madria,Spain,EMEA,30-09-2017,Blender,Paul Long,50,49,2.00%
Madria,Spain,EMEA,12-06-2016,Microwave,Zhan Whitfield,80,70,12.50%
Seoul,South Korea,APAC,03-09-2018,Microwave,Mark Brook,80,80,0.00%
Dublin,Ireland,EMEA,31-10-2016,Refrigerator,James Carley,1000,870,13.00%
Jerusalem,Israel,EMEA,23-04-2014,Blender,Emma Westbrook,50,39,22.00%
Vienna,Austria,EMEA,08-09-2017,Ceiling fan,Daniel Henderson,150,138,8.00%
Istanbul,Turkey,EMEA,10-04-2017,Microwave,Chloe Lyons,80,75,6.25%
Birmingham,UK,EMEA,09-02-2014,Iron,Susan Goude,30,29,3.33%
Istanbul,Turkey,EMEA,09-11-2016,Coffee grinder,Mark Sayer,70,65,7.14%
Jerusalem,Israel,EMEA,11-04-2015,Blender,Susan Carley,50,47,6.00%
Vancouver,Canada,NA,20-06-2018,Ceiling fan,Elaine Ricketts,150,140,6.67%
Sao Paolo,Brazil,LATAM,17-02-2017,Vacuum Cleaner,Elizabeth Holloway,250,228,8.80%
Guangzhou,China,APAC,14-03-2014,Coffee grinder,Glenys Wright,70,50,28.57%
Osaka,Japan,APAC,01-09-2016,Washing Machine,Denise Clark,800,768,4.00%
New York,USA,NA,22-08-2014,Refrigerator,Stephen Cohen,1000,590,41.00%
Cairo,Egypt,EMEA,10-06-2016,Toaster,David Amos,50,50,0.00%
Moscow,Russia,EMEA,14-01-2015,Washing Machine,Diane Batty,800,776,3.00%
Shanghai,China,APAC,12-01-2018,Iron,Paul Power,30,26,13.33%
Rome,Italy,EMEA,18-08-2014,Dishwasher,Richard Batty,500,360,28.00%
Prague,Czech Republic,EMEA,09-08-2017,Ceiling fan,Christopher Martin,150,126,16.00%
Sydney,Australia,APAC,02-04-2016,Washing Machine,Jeremy Percival,800,520,35.00%
San Fransisco,USA,NA,07-11-2018,Refrigerator,James Stephen,1000,650,35.00%
Tokyo,Japan,APAC,14-08-2016,Refrigerator,Kenneth Bullion,1000,920,8.00%
London,UK,EMEA,24-02-2017,Blender,Francis Godden,50,49,2.00%
Prague,Czech Republic,EMEA,05-01-2018,Refrigerator,Pauline Pluck,1000,950,5.00%
Seattle,USA,NA,09-12-2017,Iron,Alan Davie,30,29,3.33%
Madria,Spain,EMEA,09-01-2014,Blender,Zhan Whitfield,50,37,26.00%
Kansas City,USA,NA,18-04-2015,Iron,Xun Simms,30,23,23.33%
Ho Chi Minh City,Vietnam,APAC,11-02-2015,Vacuum Cleaner,Frank Sewell,250,168,32.80%
Tel Aviv,Israel,EMEA,08-03-2018,Air conditioner,Frances Weller,700,609,13.00%
Vancouver,Canada,NA,14-04-2017,Dishwasher,Brian Clarke,500,470,6.00%
Los Angeles,USA,NA,02-12-2016,Microwave,Christopher Kitching,80,79,1.25%
Shanghai,China,APAC,24-10-2015,Ceiling fan,Timothy Fraser,150,105,30.00%
Buenos Aires,Argentina,LATAM,11-08-2015,Microwave,Abdul Heywood,80,58,27.50%
Moscow,Russia,EMEA,08-03-2015,Washing Machine,Dermot Bailey,800,744,7.00%
Dublin,Ireland,EMEA,08-08-2014,Air conditioner,John Curtis,700,651,7.00%
Ho Chi Minh City,Vietnam,APAC,06-07-2017,Coffee grinder,Susan Dixon,70,65,7.14%
Seattle,USA,NA,20-01-2015,Microwave,Kevin Styles,80,75,6.25%
Lima,Peru,LATAM,29-04-2017,Dishwasher,William Lant,500,500,0.00%
London,UK,EMEA,23-11-2017,Oven,Ian Borowski,500,495,1.00%
Seoul,South Korea,APAC,28-07-2017,Air conditioner,James Gahagan,700,665,5.00%
Prague,Czech Republic,EMEA,28-11-2017,Vacuum Cleaner,David Stewart,250,230,8.00%
Tel Aviv,Israel,EMEA,23-03-2016,Ceiling fan,John Verma,150,143,4.67%
Santiago,Chile,LATAM,27-01-2017,Vacuum Cleaner,Julia Hurren,250,230,8.00%
Sao Paolo,Brazil,LATAM,01-06-2015,Air conditioner,Cheryl Tubbs,700,665,5.00%
Houston,USA,NA,19-07-2014,Vacuum Cleaner,Glenys Muhammad,250,245,2.00%
Los Angeles,USA,NA,03-09-2014,Toaster,Christopher Kitching,50,38,24.00%
Tokyo,Japan,APAC,16-09-2016,Coffee grinder,Pauline Pope,70,64,8.57%
Guangzhou,China,APAC,23-07-2015,Vacuum Cleaner,Helen Watt,250,238,4.80%
Jerusalem,Israel,EMEA,06-05-2016,Ceiling fan,Neil Tubbs,150,137,8.67%
Warsaw,Poland,EMEA,16-06-2016,Washing Machine,Barbara McDevitt,800,520,35.00%
Dublin,Ireland,EMEA,01-06-2015,Microwave,Robert Harris,80,80,0.00%
Capetown,South Africa,EMEA,14-02-2015,Microwave,Margaret Philp,80,62,22.50%
London,UK,EMEA,24-08-2016,Toaster,James Neville,50,50,0.00%
Kansas City,USA,NA,31-05-2014,Washing Machine,Kirsty Amos,800,640,20.00%
Dubai,UAE,EMEA,19-03-2015,Iron,David Romero,30,21,30.00%
Vancouver,Canada,NA,02-05-2014,Refrigerator,Christine Rowe,1000,780,22.00%
Prague,Czech Republic,EMEA,15-08-2017,Air conditioner,Edward Khan,700,679,3.00%
Delhi,India,APAC,21-02-2015,Toaster,Russell Wood,50,50,0.00%
New York,USA,NA,03-12-2015,Coffee grinder,Barbara Turner,70,55,21.43%
Dubai,UAE,EMEA,24-07-2014,Washing Machine,Peter Kelly,800,800,0.00%
Bangkok,Thailand,APAC,12-12-2017,Toaster,Andi Liu,50,50,0.00%
Toronto,Canada,NA,23-11-2015,Microwave,Nick Blacklock,80,59,26.25%
Chicago,USA,NA,11-04-2015,Iron,Ronald Bettley,30,30,0.00%
Kuala Lumpur,Malaysia,APAC,27-08-2017,Ceiling fan,Harold Lunn,150,140,6.67%
